Fecha,Título,Etiquetas,Enlace
2021-06-01,RÉGIMEN DE GOBIERNO EN LA NUEVA CONSTITUCIÓN,,https://lyd.org/wp-content/uploads/2021/06/TP-1501-REGIMEN-DE-GOBIERNO.pdf
2021-07-01,LEY DE INTELIGENCIA: AVANCES Y DESAFÍOS,Ley de Inteligencia,https://lyd.org/wp-content/uploads/2021/07/TP-1502-LEY-DE-INTELIGENCIA.pdf
2021-07-01,TRIBUNAL CONSTITUCIONAL:  UNA NECESIDAD DEL SISTEMA DEMOCRÁTICO,"Tribunal Constitucional, Ley de Inteligencia",https://lyd.org/wp-content/uploads/2021/07/TP-1502-TRIBUNAL-CONSTITUCIONAL.pdf
2021-07-01,"PRINCIPIOS TRIBUTARIOS, NECESARIOS PARA UNA SOCIEDAD JUSTA",Impuestos,https://lyd.org/wp-content/uploads/2021/07/TP-1503-CONSTITUCIONAL-PRINCIPIOS-TRIBUTARIOS.pdf
2021-07-01,PROPUESTA TRIBUTARIA DEL  PRECANDIDATO COMUNISTA DANIEL JADUE,Comunismo,https://lyd.org/wp-content/uploads/2021/07/TP-1503-IMPUESTOS-JADUE.pdf
2021-07-01,CASEN: EL COSTO DE LA CRISIS SOCIAL Y SANITARIA EN LA POBREZA,"CASEN, Pobreza",https://lyd.org/wp-content/uploads/2021/07/TP-1504-CASEN.pdf
2021-07-01,DESCENTRALIZACIÓN EN LA CONSTITUCIÓN:  IDEAS PARA EL DEBATE,Descentralización,https://lyd.org/wp-content/uploads/2021/07/TP-1504-CONSTITUCIONAL-DESCENTRALIZACION.pdf
2021-07-01,CONTRALORÍA: IMPORTANCIA Y PROPUESTAS PARA UNA NUEVA CONSTITUCIÓN,,https://lyd.org/wp-content/uploads/2021/07/TP-1505-CONSTITUCIONAL-CONTRALORIA.pdf
2021-07-01,PROPUESTAS LABORALES EN EL PROGRAMA DE GOBIERNO DE GABRIEL BORIC,,https://lyd.org/wp-content/uploads/2021/07/TP-1505-REFORMA-LABORAL-DE-BORIC.pdf
2021-07-01,RECONOCIMIENTO CONSTITUCIONAL DE LOS PUEBLOS INDÍGENAS,,https://lyd.org/wp-content/uploads/2021/07/TP-1506-PUEBLOS-INDIGENAS.pdf
2021-07-01,"¿CÓMO APRENDER A CONVIVIR CON EL VIRUS?: CON VACUNAS, PRUDENCIA Y AUTOCUIDADO",,https://lyd.org/wp-content/uploads/2021/07/TP-1506-VACUNAS.pdf
2021-08-01,UN EXIGENTE ESCENARIO FISCAL 2021-2025,,https://lyd.org/wp-content/uploads/2021/08/TP-1507-ESCENARIO-FISCAL-2021-2022.pdf
2021-08-01,PODER JUDICIAL EN LA NUEVA CONSTITUCIÓN:  ¿CÓMO ASEGURAR SU INDEPENDENCIA?,,https://lyd.org/wp-content/uploads/2021/08/TP-1507-PODER-JUDICIAL.pdf
2021-08-01,FF.AA. Y DE ORDEN Y SEGURIDAD PÚBLICA EN LA NUEVA CONSTITUCIÓN,"CASEN, Pobreza, Descentralización, Impuestos, Comunismo",https://lyd.org/wp-content/uploads/2021/08/TP-1508-FFAA-Y-OOPP-.pdf
2021-08-01,ACUSACIÓN CONSTITUCIONAL POR EL RETORNO A CLASES,,https://lyd.org/wp-content/uploads/2021/08/TP-1508-RETORNO-A-CLASES.pdf
2021-08-01,PROTECCIÓN DE LA LIBERTAD DE EXPRESIÓN:  EN DEFENSA DE LA DEMOCRACIA,Libertad de expresión,https://lyd.org/wp-content/uploads/2021/08/TP-1509-LIBERTAD-DE-EXPRESION.pdf
2021-08-01,MINISTERIO PÚBLICO: QUÉ PROTEGER Y QUÉ EVITAR EN EL PROCESO CONSTITUCIONAL,Ministerio Público,https://lyd.org/wp-content/uploads/2021/08/TP-1509-MINISTERIO-PUBLICO.pdf
2021-08-01,EL ALTO IMPACTO DE UN CUARTO RETIRO DE FONDOS PREVISIONALES,AFP,https://lyd.org/wp-content/uploads/2021/08/TP-1510-CUARTO-RETIRO.pdf
2021-08-01,"VIOLENCIA EN LA MACROZONA SUR:  DELITOS DE HOMICIDIO, LESIONES Y AMENAZAS",Violencia,https://lyd.org/wp-content/uploads/2021/08/TP-1510-LA-ARAUCANIA.pdf
2021-09-01,RADIOGRAFÍA A LOS INGRESOS DEL TRABAJO: EL DESAFÍO DE CONTAR CON MÁS Y MEJORES EMPLEOS,,https://lyd.org/wp-content/uploads/2021/09/TP-1511-ESI-2020.pdf
2021-09-01,"MIGRACIÓN, EXPULSIÓN Y TRIBUNALES DE JUSTICIA",Migraciones,https://lyd.org/wp-content/uploads/2021/09/TP-1511-MIGRACIONES.pdf
2021-09-01,2021 ENTRANDO A LA RECTA FINAL ELECTORAL,electoral,https://lyd.org/wp-content/uploads/2021/09/TP-1512-ELECTORAL.pdf
2021-09-01,PROPUESTAS REGLAMENTARIAS PARA LA CONVENCIÓN CONSTITUCIONAL:  EL PLENO TIENE LA PALABRA,Convención Constitucional,https://lyd.org/wp-content/uploads/2021/09/TP-1512-REGLAMENTO.pdf
2021-09-01,ÍNDICE DE LIBERTAD ECONÓMICA DE FRASER INSTITUTE: CHILE RETROCEDE 15 PUESTOS,Índice de Libertad Económica,https://lyd.org/wp-content/uploads/2021/09/TP-1513-FRASER.pdf
2021-09-01,ENCUESTA CASEN CONFIRMA REGRESIVIDAD DEL RETIRO DE FONDOS PREVISIONALES,CASEN,https://lyd.org/wp-content/uploads/2021/09/TP-1513-RETIRO-CASEN.pdf
2021-09-01,UN NECESARIO AJUSTE FISCAL PARA EL 2022,"Ley de presupuestos, medioambiente, CASEN, Índice de Libertad Económica, Convención Constitucional, electoral, Migraciones, AFP, Violencia, Ministerio Público, Libertad de expresión",https://lyd.org/wp-content/uploads/2021/09/TP-1514-LEY-DE-PRESUPUESTOS-2022.pdf
2021-09-01,PLAN SEQUÍA: MEDIDAS PARA  LA ADAPTACIÓN AL CAMBIO CLIMÁTICO,medioambiente,https://lyd.org/wp-content/uploads/2021/09/TP-1514-SEQUIA.pdf
2021-09-01,"LA CAÍDA DE VENEZUELA, LECCIONES PARA CHILE",Venezuela,https://lyd.org/wp-content/uploads/2021/09/TP-1515-LA-CAIDA-DE-VENEZUELA.pdf
2021-09-01,LEY CORTA DE PENSIONES: FORTALECIENDO EL PILAR SOLIDARIO,Pensiones,https://lyd.org/wp-content/uploads/2021/09/TP-1515-LEY-CORTA-DE-PENSIONES.pdf
2021-10-01,PERCEPCIÓN DE DEMOCRACIA E INSTITUCIONES: ANÁLISIS DE ESTUDIOS IPSOS Y CEP,,https://lyd.org/wp-content/uploads/2021/10/TP-1516-PERCEPCION-ENCUESTAS.pdf
2021-10-01,RETIRO (ANTICIPO) DESDE RENTAS VITALICIAS:  LO QUE ESTÁ EN JUEGO,Previsión,https://lyd.org/wp-content/uploads/2021/10/TP-1516-RENTAS-VITALICIAS-1.pdf
2021-10-01,LOS REGLAMENTOS DE LA CONVENCIÓN:  ASPECTOS PREOCUPANTES,,https://lyd.org/wp-content/uploads/2021/10/TP-1517-REGLAMENTOS-ASPECTOS-PREOCUPANTES.pdf
2021-10-01,EL TAMAÑO DE LA DEUDA SÍ IMPORTA,deuda,https://lyd.org/wp-content/uploads/2021/10/TP-1517-TASA-INTERES-Y-POLITICA-FISCAL.pdf
2021-10-01,RED DE ACUERDOS DE LIBRE COMERCIO: FORTALECER Y NO DEBILITAR,libre comercio,https://lyd.org/wp-content/uploads/2021/10/TP-1518-TLC.pdf
2021-10-01,PROGRAMA DE GOBIERNO DE BORIC:  UN RIESGOSO RETROCESO DE LA LIBERTAD ECONÓMICA,Libertad Económica,https://lyd.org/wp-content/uploads/2021/10/TP-1519-PROGRAMA-BORIC-LIBERTAD.pdf
2021-10-01,POLÍTICA MIGRATORIA EN EL PROGRAMA DE BORIC: UN PASO HACIA LA IRREGULARIDAD,Migraciones,https://lyd.org/wp-content/uploads/2021/10/TP-1519-PROGRAMA-BORIC-MIGRACIONES-1.pdf
2021-11-01,EMPLEO: ¿DÓNDE ESTARÍAMOS SIN 18-O NI PANDEMIA?,,https://lyd.org/wp-content/uploads/2021/11/TP-1518-EMPLEO.pdf
2021-11-01,EL DESAFÍO DE CHILE MÁS ALLÁ DE LA COP26,"COP26, Pensiones, Libertad Económica, Migraciones, libre comercio, deuda, Previsión, Pensiones, Venezuela",https://lyd.org/wp-content/uploads/2021/11/TP-1520-COP-26-1.pdf
2021-11-01,PROGRAMAS DE GOBIERNO Y PENSIONES: FACTIBILIDAD Y RIESGOS,Pensiones,https://lyd.org/wp-content/uploads/2021/11/TP-1520-PROGRAMA-GBNO-Y-PENSIONES.pdf
2021-11-01,LISTAS DE ESPERA: EL ENORME DESAFÍO QUE DEJA LA PANDEMIA DE COVID-19,Salud,https://lyd.org/wp-content/uploads/2021/11/TP-1521-DESAFIO-LISTAS-DE-ESPERA.pdf
2021-11-01,POTENCIALES MEJORAS AL SISTEMA DE PENSIONES SOLIDARIAS,Pensiones,https://lyd.org/wp-content/uploads/2021/11/TP-1521-PILAR-SOLIDARIO.pdf
2021-11-01,PRESUPUESTO 2022: ¿CÓMO SE ABORDARÁN LOS PRINCIPALES DESAFÍOS EN EDUCACIÓN?,Educación,https://lyd.org/wp-content/uploads/2021/11/TP-1522-PRESUPUESTO-EDUCACION.pdf
2021-11-01,ELEMENTOS PARA TENER EN CUENTA EN LAS PROPUESTAS PROGRAMÁTICAS DE VIVIENDA,,https://lyd.org/wp-content/uploads/2021/11/TP-1522-PROGRAMAS-VIVIENDA.pdf
2021-11-01,RESULTADOS PRESIDENCIALES Y PARLAMENTARIOS: UN CAMBIO POLÍTICO SIGNIFICATIVO EN LA TENDENCIA ELECTORAL DEL PAÍS,Elecciones presidenciales,https://lyd.org/wp-content/uploads/2021/11/TP-1523-ELECCIONES.pdf
2021-12-01,HERENCIA DE FONDOS PREVISIONALES Y PENSIONES DE SOBREVIVENCIA,,https://lyd.org/wp-content/uploads/2021/12/TP-1523-FONDOS-HEREDADOS-Y-PENSIONES-SOBREVIVENCIA.pdf
2021-12-01,¿COMPROMETIDOS CON LA SEGURIDAD?,Seguridad,https://lyd.org/wp-content/uploads/2021/12/TP-1524-COMPROMETIDOS-CON-LA-SEGURIDAD.pdf
2021-12-01,"BAJAS PENSIONES EN CHILE, ¿POR QUÉ?",Pensiones,https://lyd.org/wp-content/uploads/2021/12/TP-1524-EVALUACIÓN-PENSIONES.pdf
2021-12-01,COLEGIO DE PROFESORES: AMENAZA A LA EDUCACIÓN PARTICULAR SUBVENCIONADA,Educación,https://lyd.org/wp-content/uploads/2021/12/TP-1525-AMENAZA-EDUCACION.pdf
2021-12-01,MEJORA SÓLO TRANSITORIA EN NUESTRO SISTEMA TRIBUTARIO,sistema tributario,https://lyd.org/wp-content/uploads/2021/12/TP-1525-TAX-FOUNDATION-2021.pdf
2021-12-01,¿QUÉ SE JUEGA EN LA SEGUNDA VUELTA PRESIDENCIAL?,"Elecciones, sistema tributario, Educación, Seguridad, Pensiones, Elecciones presidenciales, Educación, Salud, Pensiones",https://lyd.org/wp-content/uploads/2021/12/TP-1526-SEGUNDA-VUELTA-PRESIDENCIAL.pdf
2021-12-01,ANÁLISIS POST ELECCIONES 2020 – 2021:  DESAFÍOS PARA EL NUEVO CICLO POLÍTICO,Politica,https://lyd.org/wp-content/uploads/2021/12/TP-1527-ELECTORAL.pdf
2021-12-01,SEGURO ÚNICO ESTATAL DE SALUD:  ¿CÓMO AFECTARÁ LA PROPUESTA DEL PRESIDENTE ELECTO BORIC?,Salud,https://lyd.org/wp-content/uploads/2021/12/TP-1527-SEGURO-UNICO-DE-SALUD-BORIC-2.pdf
2021-12-01,LECCIONES PRELIMINARES A PARTIR DEL INGRESO FAMILIAR DE EMERGENCIA,pandemia,https://lyd.org/wp-content/uploads/2021/12/TP-1528-IFE.pdf
2021-12-01,EL 81% DE LA MAYOR INFLACIÓN CHILENA SE EXPLICA POR RAZONES INTERNAS,Inflación,https://lyd.org/wp-content/uploads/2021/12/TP-1528-INFLACION.pdf
2022-01-01,PRINCIPALES PROGRAMAS DE FOMENTO AL EMPLEO: 2011-2022,,https://lyd.org/wp-content/uploads/2022/01/TP-1526-FOMENTO-AL-EMPLEO.pdf
2022-01-01,INGRESOS PERMANENTES PARA GASTOS PERMANENTES,Pensiones,https://lyd.org/wp-content/uploads/2022/01/TP-1529-FINANCIAMIENTO-PGU.pdf
2022-01-01,PENSIÓN GARANTIZADA UNIVERSAL: ELEMENTOS PARA EL DEBATE,Pensiones,https://lyd.org/wp-content/uploads/2022/01/TP-1529-PDL-PGU.pdf
2022-01-01,CONSEJOS JUDICIALES:  AUMENTANDO EL RIESGO DE CAPTURA POLÍTICA,judicial,https://lyd.org/wp-content/uploads/2022/01/TP-1530-CONSEJO-JUDICATURA.pdf
2022-01-01,LITIO: ¿CÓMO APROVECHAR ESTA RIQUEZA?,Minería,https://lyd.org/wp-content/uploads/2022/01/TP-1530-LITIO-1.pdf
2022-01-01,¿HACIA UN ESTADO REGIONAL?  IMPLICANCIAS Y ASPECTOS A OBSERVAR,Descentralización,https://lyd.org/wp-content/uploads/2022/01/TP-1531-ESTADO-REGIONAL.pdf
2022-01-01,FINANCIAMIENTO DE LA PGU  ¿CÓMO QUEDA LA ESTRUCTURA TRIBUTARIA?,"Impuestos, Pensiones",https://lyd.org/wp-content/uploads/2022/01/TP-1531-EXENCIONES-PGU.pdf
2022-01-01,AUDITORÍA A LA ASIGNACIÓN DE LOS PRIMEROS PAGOS DEL IFE: COMENTARIOS A CONSIDERAR,"IFE, Social, Encuesta Bicentenario, Sociedad, Impuestos, Pensiones, Descentralización, Minería, judicial, Pensiones, Pensiones, pandemia, Inflación, Salud, Politica",https://lyd.org/wp-content/uploads/2022/01/TP-1532-AUDITORIA-IFE.pdf
2022-01-01,PERCEPCIÓN SOCIAL DE LA POBLACIÓN ENCUESTA BICENTENARIO UC: ANÁLISIS COMPARADO 2011-2021,"Encuesta Bicentenario, Sociedad",https://lyd.org/wp-content/uploads/2022/01/TP-1532-ENCUESTA-BICENTENARIO.pdf
2022-03-01,ÍNDICE DE LIBERTAD ECONÓMICA:  CHILE CAE POR SEGUNDO AÑO CONSECUTIVO,Índice de Libertad Económica,https://lyd.org/wp-content/uploads/2022/03/TP-1533-LIBERTAD-HERITAGE-2022.pdf
2022-03-01,REFORMA AL CÓDIGO DE AGUAS: PRINCIPALES CAMBIOS Y DESAFÍOS,Aguas,https://lyd.org/wp-content/uploads/2022/03/TP-1533-REFORMA-CODIGO-DE-AGUAS.pdf
2022-03-01,CAÍDA EN PARTICIPACIÓN LABORAL AFECTÓ CON MÁS FUERZA A MUJERES MENOS EDUCADAS,Empleo,https://lyd.org/wp-content/uploads/2022/03/TP-1534-MUJER-LABORAL-2.pdf
2022-03-01,PROYECTOS DE LEY PARA SEGUIR IMPULSANDO,Leyes,https://lyd.org/wp-content/uploads/2022/03/TP-1534-PDL-PARA-SEGUIR-IMPULSANDO.pdf
2022-03-01,EFICIENCIA Y EFICACIA DEL GASTO PÚBLICO EN AYUDAS SOCIALES DURANTE LA PANDEMIA,"Gasto Fiscal, pandemia",https://lyd.org/wp-content/uploads/2022/03/TP-1535-EVALUACION-DEL-GASTO.pdf
2022-03-01,RECURSO DE INAPLICABILIDAD: ¿CORTE CONSTITUCIONAL O CORTE SUPREMA?,Corte Suprema,https://lyd.org/wp-content/uploads/2022/03/TP-1535-INAPLICABILIDAD-CORTE-CONSTITUCIONAL-O-CORTE-SUPREMA.pdf
2022-03-01,AVANZANDO HACIA LA IMPUNIDAD: RETIRO DE QUERELLAS POR LEY DE SEGURIDAD DEL ESTADO Y URGENCIA AL PROYECTO DE AMNISTÍA,estallido social,https://lyd.org/wp-content/uploads/2022/03/TP-1536-AVANZANDO-HACIA-LA-IMPUNIDAD.pdf
2022-03-01,ESTATIZACIÓN DEL SISTEMA SANITARIO:  UNA POLITICA PÚBLICA QUE NO ENTREGA SOLUCIONES,Concesiones,https://lyd.org/wp-content/uploads/2022/03/TP-1536-SANITARIAS-1.pdf
2022-03-01,REGULACIÓN LABORAL DE EMPRESAS DE PLATAFORMAS DIGITALES DE SERVICIOS,,https://lyd.org/wp-content/uploads/2022/03/TP-1537-REGULACIÓN-LABORAL-PLATAFORMAS-DIGITALES-1.pdf
2022-03-01,ADELANTO EN EL PAGO DE RENTAS VITALICIAS: TC ACOGE INAPLICABILIDAD POR INCONSTITUCIONALIDAD,rentas vitalicias,https://lyd.org/wp-content/uploads/2022/03/TP-1537-RENTAS-VITALICIAS.pdf
2022-04-01,EL ESCENARIO ECONÓMICO 2022-23 EXIGE AUSTERIDAD Y UN TIMÓN FIRME,Economía,https://lyd.org/wp-content/uploads/2022/04/TP-1538-ESCENARIO-MACRO.pdf
2022-04-01,DEMOCRACIA Y GOBERNABILIDAD EN RIESGO: PROPUESTA CONSTITUCIONAL DEL SISTEMA POLÍTICO,"Sistema Político, Economía, rentas vitalicias, estallido social, Concesiones, Corte Suprema, Gasto Fiscal, pandemia, Leyes, Empleo, Aguas, Índice de Libertad Económica",https://lyd.org/wp-content/uploads/2022/04/TP-1538-SISTEMA-POLITICO-1.pdf
2022-04-01,BANCO CENTRAL:  EL RIESGO DE LOS CAMBIOS PROPUESTOS,Banco Central,https://lyd.org/wp-content/uploads/2022/04/TP-1539-BANCO-CENTRAL-Y-CC.pdf
2022-04-01,NUEVO(S) RETIRO(S) DE FONDOS PREVISIONALES: IMPACTOS ECONÓMICOS Y POLÍTICOS,,https://lyd.org/wp-content/uploads/2022/04/TP-1539-NUEVO-RETIRO-DE-FONDOS-PREVISIONALES-.pdf
2022-04-01,LA (FALTANTE) ESTRATEGIA DEL GOBIERNO FRENTE AL AUMENTO DE LA DELINCUENCIA,Seguridad,https://lyd.org/wp-content/uploads/2022/04/TP-1540-SEGURIDAD.pdf
2022-04-01,TRANSPORTE PÚBLICO REGULADO EN CHILE:  ¿A QUIÉNES BENEFICIA EL ANUNCIO DEL GOBIERNO?,Transporte,https://lyd.org/wp-content/uploads/2022/04/TP-1540-TRANSPORTE-PUBLICO.pdf
2022-04-01,NORMAS LABORALES APROBADAS EN LA CONVENCIÓN CONSTITUCIONAL: NECESIDAD DE MAYOR REFLEXIÓN,Laboral,https://lyd.org/wp-content/uploads/2022/04/TP-1541-NORMAS-LABORALES.pdf
2022-04-01,NUEVA CONSTITUCIÓN Y ROL DE LOS PRIVADOS EN EL SISTEMA DE SALUD EN CHILE,Salud,https://lyd.org/wp-content/uploads/2022/04/TP-1541-PRIVADOS-Y-SALUD-EN-NUEVA-CONSTITUCION-1.pdf
2022-05-01,MITOS Y VERDADES SOBRE IMPUESTOS EN CHILE,Impuestos,https://lyd.org/wp-content/uploads/2022/05/TP-1542-IMPUESTOS-OCDE.pdf
2022-05-01,AUMENTO SALARIO MÍNIMO: EL RIESGO DE PERDER EMPLEOS,Salario mínimo,https://lyd.org/wp-content/uploads/2022/05/TP-1542-SALARIO-MÍNIMO.pdf
2022-05-01,PROPUESTA CONSTITUCIONAL SOBRE LAS POLICÍAS Y SEGURIDAD PÚBLICA: RETROCESO INSTITUCIONAL,Seguridad,https://lyd.org/wp-content/uploads/2022/05/TP-1543-SEGURIDAD.pdf
2022-05-01,"ÍNDICE DE CALIDAD INSTITUCIONAL: CHILE AVANZA UN PUESTO, PESE A “SITUACIÓN PREOCUPANTE”",Índice de Calidad Institucional,https://lyd.org/wp-content/uploads/2022/05/TP-1544-ICI.pdf
2022-05-01,SUSTANCIAL RETROCESO DE LA INVERSIÓN:  LA INCERTIDUMBRE NOS PASA LA CUENTA,"Inversión, Índice de Calidad Institucional, Seguridad, Constitución, derechos sociales, Impuestos, Salario mínimo, Salud, Laboral, Transporte, Seguridad, Banco Central",https://lyd.org/wp-content/uploads/2022/05/TP-1544-INVERSION.pdf
2022-05-01,ESCAZÚ: INCERTIDUMBRE  EN LA INTERPRETACIÓN E IMPLEMENTACIÓN,Medio Ambiente,https://lyd.org/wp-content/uploads/2022/05/TP-1545-ESCAZU-1.pdf
2022-05-01,PRINCIPIOS PARA EL CORRECTO DISEÑO DE UN SISTEMA DE PENSIONES,Pensiones,https://lyd.org/wp-content/uploads/2022/05/TP-1545-PRINCIPIOS-SIST.-DE-PENSIONES.pdf
2022-06-01,PROYECTO DE LEY SOBRE ESTABILIZACIÓN DE PRECIOS DE LA ELECTRICIDAD: UN CASO DE MAL DISEÑO REGULATORIO,,https://lyd.org/wp-content/uploads/2022/06/TP-1546-ESTABILIZACION-ELECTRICIDAD.pdf
2022-06-01,"PROPUESTA CONSTITUCIONAL: GRAVE RETROCESO PARA LA LIBERTAD, LA UNIDAD NACIONAL Y EL PROGRESO",,https://lyd.org/wp-content/uploads/2022/06/TP-1546-EVALUACION-GRAL-BORRADOR-CPR-1.pdf
2022-06-01,LA EDUCACIÓN EN LA PROPUESTA DE NUEVA CONSTITUCIÓN,Educación,https://lyd.org/wp-content/uploads/2022/06/TP-1547-EDUCACION-NUEVA-CONSTITUCION.pdf
2022-06-01,SISTEMA ELECTORAL EN LA PROPUESTA DE NUEVA CONSTITUCIÓN: UN TRAJE A LA MEDIDA,,https://lyd.org/wp-content/uploads/2022/06/TP-1547-ESCAÑOS-RESERVADOS-Y-SISTEMA-ELECTORAL.pdf
2022-06-01,LA SEGURIDAD EN LA CUENTA PÚBLICA:  UNA PRIORIDAD VACÍA,Seguridad Pública,https://lyd.org/wp-content/uploads/2022/06/TP-1548-ANUNCIOS-SEGURIDAD-1.pdf
2022-06-01,BORRADOR CONSTITUCIONAL: DÉBILES CONTROLES EN EL PROCESO LEGISLATIVO Y JUSTICIA CONSTITUCIONAL INSUFICIENTE,Constitución,https://lyd.org/wp-content/uploads/2022/06/TP-1548-FORMACION-LEY-Y-JUSTICIA-CONSTITUCIONAL.pdf
2022-06-01,EL RIESGO DEL DESANCLAJE DE LAS EXPECTATIVAS  INFLACIONARIAS,Inflación,https://lyd.org/wp-content/uploads/2022/06/TP-1549-INFLACION.pdf
2022-06-01,DEFICIENTE DISEÑO DEL NUEVO PROCESO DE ELABORACIÓN DE LA LEY EN LA PROPUESTA CONSTITUCIONAL,Congreso,https://lyd.org/wp-content/uploads/2022/06/TP-1549-TRAMITACION-LEGISLATIVA.pdf
2022-06-01,REFORMA TRIBUTARIA EN TIEMPOS DE RECESIÓN,"Reforma Tributaria, Acción tutela, Congreso, Inflación, Constitución, Seguridad Pública, Educación, Medio Ambiente, Pensiones",https://lyd.org/wp-content/uploads/2022/06/TP-1550-MACRO.pdf
2022-07-01,ACCIÓN DE TUTELA: UN MAL MECANISMO PARA EJERCER LOS DERECHOS SOCIALES,Acción tutela,https://lyd.org/wp-content/uploads/2022/07/TP-1550-ACCION-TUTELA.pdf
2022-07-01,$13 MIL MILLONES EN SUELDOS PARA LOS 120 ALTOS CARGOS PÚBLICOS QUE CREARÍA LA NUEVA CONSTITUCIÓN,Nueva Constitución,https://lyd.org/wp-content/uploads/2022/07/TP-1551-ALTOS-CARGOS-PUBLICOS-NC.pdf
2022-07-01,EL IMPACTO DE LA REFORMA TRIBUTARIA EN LA INVERSIÓN Y EL RIESGO PARA LA DISCIPLINA FISCAL,Reforma Tributaria,https://lyd.org/wp-content/uploads/2022/07/TP-1551-REFORMA-TRIBUTARIA.pdf
2022-07-01,NUEVA CONSTITUCIÓN: CUATRO FACTORES QUE PODRÍAN AFECTAR EL ACCESO A LA VIVIENDA,Vivienda,https://lyd.org/wp-content/uploads/2022/07/TP-1552-NC-Y-EL-ACCESO-A-LA-VIVIENDA.pdf
2022-07-01,AUMENTO DE TRIBUNALES AMBIENTALES: EL TRIPLE DE RECURSOS PARA LA MISMA LABOR,Tribunales Ambientales,https://lyd.org/wp-content/uploads/2022/07/TP-1552-TRIBUNALES-AMBIENTALES.pdf
2022-07-01,SITUACIÓN DE DEUDORES DEL CAE: NECESIDAD DE MÁS TRANSPARENCIA EN LA INFORMACIÓN,Educación,https://lyd.org/wp-content/uploads/2022/07/TP-1553-CAE.pdf
2022-07-01,ROYALTY MINERO: RECAUDACIÓN DE CORTO PLAZO QUE DEBILITA LA INVERSIÓN FUTURA,"Impuestos, Minería",https://lyd.org/wp-content/uploads/2022/07/TP-1553-ROYALTY.pdf
2022-07-01,PROPUESTA CONSTITUCIONAL: GRAVE DEBILITAMIENTO DE LA INDEPENDENCIA JUDICIAL,"Nueva Constitución, Poder Judicial",https://lyd.org/wp-content/uploads/2022/07/TP-1554-PODER-JUDICIAL.pdf
2022-08-01,REFORMA A LA SALUD: LA INCONVENIENCIA DE FONASA COMO UN MONOPOLIO ESTATAL,"Fonasa, Proceso Constituyente, Reforma a las Isapres",https://lyd.org/wp-content/uploads/2022/08/TEMA-PUBLICO-1557-REFORMA-SALUD-FONASA.pdf
2022-08-01,AGUA Y MINERÍA EN LA PROPUESTA CONSTITUCIONAL: PREOCUPANTE RETROCESO QUE COMPROMETE EL PROGRESO,"Aguas, Minería",https://lyd.org/wp-content/uploads/2022/08/TP-1555-AGUAS-Y-MINERIA.pdf
2022-08-01,LA DELINCUENCIA REGRESA CON FUERZA A LA VIDA DE LOS CHILENOS TRAS LA PANDEMIA,Delincuencia,https://lyd.org/wp-content/uploads/2022/08/TP-1555-DELINCUENCIA.pdf
2022-08-01,REFORMA TRIBUTARIA E INVESTIGACIÓN Y DESARROLLO: UNA AGENDA LIMITADA,"I+D, Reforma Tributaria, Nueva Constitución, Plurinacionalidad, Proceso Constituyente, Aguas, Minería, Delincuencia, Nueva Constitución, Poder Judicial, Transantiago, Transporte Público, Impuestos, Minería, Educación, Vivienda, Tribunales Ambientales, Nueva Constitución, Reforma Tributaria",https://lyd.org/wp-content/uploads/2022/08/TP-1556-ID.pdf
2022-08-01,DIVISIÓN Y PRIVILEGIOS INJUSTIFICADOS:  LAS IMPLICANCIAS DE LA PLURINACIONALIDAD  EN LA PROPUESTA CONSTITUCIONAL,"Nueva Constitución, Plurinacionalidad, Proceso Constituyente",https://lyd.org/wp-content/uploads/2022/08/TP-1556-PLURINACIONALIDAD-1.pdf
2022-08-01,LA BAJA REPRESENTATIVIDAD DE LOS PROCESOS DE CONSULTA INDÍGENA,"consulta indígena, Nueva Constitución",https://lyd.org/wp-content/uploads/2022/08/TP-1557-LA-BAJA-REPRESENTATIVIDAD-DE-LA-CONSULTA-INDIGENA.pdf
2022-08-01,PROPUESTA DE NUEVA CONSTITUCIÓN: RETROCESO DE LA LIBERTAD ECONÓMICA,Libertad Económica,https://lyd.org/wp-content/uploads/2022/08/TP-1558-LIBERTAD-ECONOMICA-NC-1.pdf
2022-08-01,LOS RIESGOS DEL SISTEMA TRIBUTARIO EN LA PROPUESTA DE NUEVA CONSTITUCIÓN,"Impuestos, Nueva Constitución",https://lyd.org/wp-content/uploads/2022/08/TP-1558-SISTEMA-TRIBUTARIO.pdf
2022-09-01,US$ 2.360 MM PARA EL TRANSPORTE PÚBLICO: SIN CONTENCIÓN DE MAYORES DÉFICIT,"Transantiago, Transporte Público",https://lyd.org/wp-content/uploads/2022/09/TP-1554-FINANCIAMIENTO-TRANSPORTE-PUBLICO.pdf
2022-09-01,CHILE A LAS PUERTAS DE LA RECESIÓN: NECESIDAD DE UN CAMBIO DE RUMBO,"Economía, Recesión",https://lyd.org/wp-content/uploads/2022/09/TP-1559-CHILE-EN-RECESION.pdf
2022-09-01,RECHAZO Y CONTINUACIÓN DEL PROCESO CONSTITUCIONAL O APROBAR PARA REFORMAR: LAS OPCIONES EN JUEGO,"Nueva Constitución, plebiscito",https://lyd.org/wp-content/uploads/2022/09/TP-1559-LAS-OPCIONES-EN-JUEGO-PLEBISCITO-SALIDA.pdf
